الجامعة	ال+جامع+ة	ال+جامع+ة	 
مهو	مهو	مهو	 
العظيم	ال+عظيم	ال+عظيم	 
تصرف	تصرف	تصرف	 
يلا	يلا	يلا	 
أم	أم	أم	 
متر	متر	متر	 
السيارة	ال+سيار+ة	ال+سيار+ة	 
بيعمل	ب+يعمل	ب+يعمل	 
ربي	رب+ي	ربي	 
!!!	! ! !	!!!	 
هان	هان	هان	 
تجي	تجي	تجي	 
كبير	كبير	كبير	 
@FarahSharawi	@ FarahSharawi	@FarahSharawi	 
طلعت	طلع+ت	طلع+ت	 
أنتو	أنتو	أنت+و	 
البيبي	ال+بيبي	ال+بيبي	 
زابطه	زابط+ه	زابط+ه	 
ريحة	ريح+ة	ريح+ة	 
الشي	ال+شي	ال+شي	 
معنا	مع+نا	مع+نا	 
وجبل	و+جبل	و+جبل	 
حطو	حطو	حط+و	 
تخلص	تخلص	تخلص	 
بالجو	ب+ال+جو	ب+ال+جو	 
#هلوسات_مسائية	# هلوساتUNDERSCOREمسائية	#هلوسات_مسائي+ة	 
القوة	ال+قو+ة	ال+قو+ة	 
بتقول	ب+تقول	ب+تقول	 
@ayser_mahaftha	@ ayserUNDERSCOREmahaftha	@ayser_mahaftha	 
@ali_khierbeck	@ aliUNDERSCOREkhierbeck	@ali_khierbeck	 
الدين	ال+دين	ال+دين	 
القوي	ال+قوي	ال+قوي	 
مشاعر	مشاعر	مشاعر	 
هادي	هادي	ها+دي	 
اتذكر	اتذكر	اتذكر	 
ههههههههههههههه	ههههههههههههههه	ههههههههههههههه	 
اروح	اروح	اروح	 
يشوفونا	يشوفو+نا	يشوف+و+نا	 
جماعة	جماع+ة	جماع+ة	 
لبعض	ل+بعض	ل+بعض	 
عيوني	عيون+ي	عيون+ي	 
اتوقع	اتوقع	اتوقع	 
الشخص	ال+شخص	ال+شخص	 
يشوف	يشوف	يشوف	 
لحالك	ل+حالك	ل+حالك	 
مبدع	مبدع	مبدع	 
بقدر	ب+قدر	ب+قدر	 
عشرة	عشر+ة	عشر+ة	 
سوق	سوق	سوق	 
@mohannad_yasin1	@ mohannadUNDERSCOREyasin1	@mohannad_yasin1	 
يرجع	يرجع	يرجع	 
للناس	ل+ال+ناس	ل+ل+ناس	 
دربك	درب+ك	درب+ك	 
سوا	سوا	سو+ا	 
يزيد	يزيد	يزيد	 
#فيي_عادة	# فييUNDERSCOREعادة	#فيي_عاد+ة	 
مكنتش	مكنتش	م++كن+ت+ش	 
ونزلت	و+نزل+ت	و+نزل+ت	 
وانتا	و+انت+ا	و+انت+ا	 
مشتاقلك	مشتاقلك	مشتاق+ل+ك	 
طالما	طالما	طالما	 
ورا	ورا	ورا	 
يأثر	يأثر	يأثر	 
محمد	محمد	محمد	 
شغلات	شغل+ات	شغل+ات	 
معي	مع+ي	مع+ي	 
١٤	١٤	١٤	 
عيب	عيب	عيب	 
عيد	عيد	عيد	 
نتسلى	نتسلى	نتسلى	 
اشتقتلك	اشتقتلك	اشتقتلك	 
الام	ال+ام	ال+ام	 
وقف	وقف	وقف	 
الحيوانات	ال+حيوان+ات	ال+حيوان+ات	 
روح	روح	روح	 
:D	: D	:ض	 
بحكيلك	بحكيلك	ب+حكي+ل+ك	 
:P	: P	:P	 
بدن	بدن	ب+دن	 
بدل	بدل	بدل	 
ببعض	ب+بعض	ب+بعض	 
هلق	هلق	ه+لق	 
حفّاية	حفاي+ة	حفاي+ة	 
@kindaelkhatib	@ kindaelkhatib	@kindaelkhatib	 
برة	بر+ة	برة	 
حالو	حالو	حال+و	 
جايلگ	جايل گ	جايلگ	 
كتيير	كتيير	كتيير	 
1	1	1	 
طعميني	طعميني	طعم+ي+ني	 
المشنوق	ال+مشنوق	ال+مشنوق	 
الباب	ال+باب	ال+باب	 
تصير	تصير	تصير	 
فويس	فويس	فويس	 
وفي	و+في	و+في	 
ليه	لي+ه	ليه	 
الفكرة	ال+فكر+ة	ال+فكر+ة	 
تكتب	تكتب	تكتب	 
أعرف	أعرف	أعرف	 
حلمت	حلم+ت	حلم+ت	 
وبالاخر	و+ب+ال+اخر	و+ب+الاخر	 
حاكي	حاكي	حاك+ي	 
عنك	عن+ك	عن+ك	 
حملة	حمل+ة	حمل+ة	 
^^	^ ^	^^	 
❤️	❤ ️	❤️	 
حالها	حال+ها	حال+ها	 
2	2	2	 
كلامي	ك+لامي	كلام+ي	 
لايك	لايك	لا+ي+ك	 
منِّك	من+ك	من+ك	 
نفسي	نفس+ي	نفس+ي	 
وارجع	و+ارجع	و+ارجع	 
شد	شد	شد	 
قلبي	قلب+ي	قلب+ي	 
بغزة	ب+غز+ة	ب+غزة	 
مواطن	مواطن	مواطن	 
اه	اه	اه	 
نشم	نشم	نشم	 
تحط	تحط	تحط	 
بحس	ب+حس	ب+حس	 
تحت	تحت	تحت	 
بحب	ب+حب	ب+حب	 
قصر	قصر	قصر	 
بده	بده	ب+ده	 
البنات	ال+بن+ات	ال+بنات	 
إنتي	إن+ت+ي	إنتي	 
وبتحب	و+ب+تحب	و+ب+تحب	 
كانو	كانو	كان+و	 
@mahekhierbeck	@ mahekhierbeck	@mahekhierbeck	 
واقتحم	و+اقتحم	و+اقتحم	 
النفس	ال+نفس	ال+نفس	 
قلو	قلو	قل+و	 
الشهداء	ال+شهداء	ال+شهداء	 
فتش	فتش	فتش	 
بنضل	ب+نضل	ب+نضل	 
بالدنيا	ب+ال+دنيا	ب+ال+دنيا	 
آخر	آخر	آخر	 
أكيد	أكيد	أكيد	 
بكره	بكره	بكر+ه	 
صفحة	صفح+ة	صفح+ة	 
دم	دم	دم	 
هههه	هههه	هههه	 
بطالة	بطال+ة	ب+طال+ة	 
منها	من+ها	من+ها	 
ماعاد	ماعاد	ما+عاد	 
يعمل	يعمل	يعمل	 
ابن	ابن	ابن	 
@RoyaJordanStar	@ RoyaJordanStar	@RoyaJordanStar	 
@JaberJawad	@ JaberJawad	@JaberJawad	 
شرط	شرط	شرط	 
ومين	و+مين	و+مين	 
ويجي	ويجي	و+يجي	 
نسيت	نسي+ت	نسي+ت	 
بتحكيلك	بتحكيلك	ب+تحكي+ل+ك	 
طيب	طيب	طيب	 
خبر	خبر	خبر	 
أهلي	أهلي	أهل+ي	 
مشاكل	مشاكل	مشاكل	 
فـ	ف	ف	 
ريم	ريم	ريم	 
..!!	. . ! !	..!!	 
كلها	كل+ها	كل+ها	 
شعب	شعب	شعب	 
شعر	شعر	شعر	 
انها	انها	ان+ها	 
واللي	و+اللي	و+اللي	 
كلهم	كل+هم	كل+هم	 
٤	٤	٤	 
ذا	ذا	ذا	 
يقلك	يقلك	يقل+ك	 
وبكفي	و+ب+كفي	و+ب+كفي	 
انحط	انحط	انحط	 
إنه	إن+ه	إن+ه	 
انفولو	انفولو	انفولو	 
طالعة	طالع+ة	طالع+ة	 
السيسي	ال+سيسي	ال+سيسي	 
عادي	عادي	عادي	 
ترجع	ترجع	ترجع	 
😅	? ?	😅	 
بالبلد	ب+ال+بلد	ب+ال+بلد	 
انتا	انت+ا	انت+ا	 
شغلة	شغل+ة	شغل+ة	 
العربي	ال+عربي	ال+عربي	 
صف	صف	صف	 
لحبيبتك	ل+حبيب+ت+ك	ل+حبيبتك	 
المطار	ال+مطار	ال+مطار	 
نزلو	نزلو	نزل+و	 
العربية	ال+عربي+ة	ال+عربي+ة	 
يخليكي	يخليكي	يخلي+كي	 
بنتك	بنت+ك	بن+ت+ك	 
حياة	حيا+ة	حيا+ة	 
الكورة	ال+كور+ة	ال+كور+ة	 
همي	هم+ي	ه+مي	 
قلتلهم	قلتلهم	قلتلهم	 
خلي	خلي	خل+ي	 
هما	هما	هما	 
لحالها	ل+حال+ها	ل+حال+ها	 
الاصل	ال+اصل	ال+اصل	 
بصوت	ب+صوت	ب+صوت	 
//	/ /	//	 
متلن	متلن	متلن	 
بالاخر	ب+ال+اخر	ب+ال+اخر	 
خيي	خيي	خي+ي	 
سياسيين	سياسي+ين	سياسي+ين	 
يوفقك	يوفق+ك	يوفق+ك	 
بشو	ب+شو	ب+شو	 
عايش	عايش	عايش	 
أما	أما	أما	 
تفكير	تفكير	تفكير	 
ههههه	ههههه	ههههه	 
@Slav20111	@ Slav20111	@Slav20111	 
الأماكن	ال+أماكن	ال+أماكن	 
لمرحلة	ل+مرحل+ة	ل+مرحلة	 
هوا	هو+ا	هو+ا	 
زلمة	زلم+ة	زلم+ة	 
بطّل	بطل	بطل	 
المواطن	ال+مواطن	ال+مواطن	 
سيمور	سيمور	سيمور	 
حاخد	حاخد	ح+اخد	 
وان	وان	و++ان	 
صدق	صدق	صدق	 
المخصصة	ال+مخصص+ة	ال+مخصص+ة	 
دون	دون	دون	 
هذا	هذا	هذا	 
وانا	وان+ا	و+انا	 
بالنهاية	ب+ال+نهاي+ة	ب+ال+نهاية	 
بلكي	ب+لكي	بل+كي	 
صحيح	صحيح	صحيح	 
بيزعلوا	بيزعلوا	ب+يزعل+وا	 
بقولك	بقول+ك	ب+قول+ك	 
تكبر	تكبر	تكبر	 
الايام	ال+ايام	ال+ايام	 
هههههه	هههههه	هههههه	 
هسا	هس+ا	هس+ا	 
#في_المطبخ	# فيUNDERSCOREالمطبخ	#في_المطبخ	 
وفيق	وفيق	وفيق	 
خييي	خييي	خيي+ي	 
المطر	ال+مطر	ال+مطر	 
ماحدا	ماحد+ا	ما+حدا	 
#تويتر	# تويتر	#تويتر	 
ونحنا	و+نحن+ا	و+نحن+ا	 
كامل	كامل	كامل	 
بدها	بد+ها	بده+ا	 
بتدخل	ب+تدخل	ب+تدخل	 
عساف	عساف	عساف	 
المطبخ	ال+مطبخ	ال+مطبخ	 
مستوى	مستوى	مستوى	 
بعرسال	ب+عرسال	بعرسال	 
مستحيل	مستحيل	مستحيل	 
زفت	زفت	زفت	 
وفيها	و+في+ها	و+في+ها	 
😊	? ?	😊	 
ضد	ضد	ضد	 
انولدت	انولد+ت	انولد+ت	 
منه	من+ه	من+ه	 
كم	كم	كم	 
عارفة	عارف+ة	عارف+ة	 
يظهروا	يظهر+وا	يظهر+وا	 
بشار	بشار	بشار	 
الإنسان	ال+إنسان	ال+إنسان	 
فكر	فكر	فكر	 
@GazaHere	@ GazaHere	@GazaHere	 
اخر	اخر	اخر	 
عشنا	عش+نا	عش+نا	 
صورتها	صور+ت+ها	صور+ت+ها	 
بيصير	ب+يصير	ب+يصير	 
اما	اما	اما	 
@najwakaram	@ najwakaram	@najwakaram	 
إلا	إلا	إلا	 
البرنامج	ال+برنامج	ال+برنامج	 
تحمل	تحمل	تحمل	 
إلي	إلي	إلي	 
بيحب	ب+يحب	ب+يحب	 
وبعتذر	و+ب+عتذر	و+بعتذر	 
نتخانق	نتخانق	نتخانق	 
بطاطا	بطاطا	بطاطا	 
اتعب	اتعب	اتعب	 
بالشارع	ب+ال+شارع	ب+ال+شارع	 
@kosai1khauli	@ kosai1khauli	@kosai1khauli	 
بتحس	ب+تحس	ب+تحس	 
قدامي	قدامي	قدام+ي	 
عند	عند	عند	 
هالشي	هالشي	ه+الشي	 
سليم	سليم	سليم	 
بنفتح	ب+نفتح	ب+نفتح	 
مزح	مزح	مزح	 
#احلى_شي_باللبناني	# احلىUNDERSCOREشيUNDERSCOREباللبناني	#احلى_شي_باللبن+ان+ي	 
رب	رب	رب	 
منّك	من+ك	من+ك	 
لسا	لس+ا	لس+ا	 
دايماً	دايم+ا	دايم+ا	 
الجيران	ال+جيران	ال+جيران	 
تويتة	تويت+ة	تويتة	 
@mo_khd	@ moUNDERSCOREkhd	@mo_khd	 
@salehsawafta	@ salehsawafta	@salehsawafta	 
زعلت	زعل+ت	زعل+ت	 
زكي	زكي	زكي	 
شغال	شغال	شغال	 
موقف	موقف	موقف	 
تضامناً	تضامن+ا	تضامن+ا	 
إنها	إن+ها	إن+ها	 
#طز_بفخامتك_لانك	# طزUNDERSCOREبفخامتكUNDERSCOREلانك	#طز_بفخامتك_ل+ان+ك	 
حرب	حرب	ح+رب	 
انسان	انسان	انسان	 
دقيقة	دقيق+ة	دقيق+ة	 
طائفية	طائفي+ة	طائفي+ة	 
عملي	عملي	عمل+ي	 
عل	عل	عل	 
تيجي	تيجي	تيجي	 
شايفة	شايف+ة	شايف+ة	 
😂😂😂	? ? ? ? ? ?	😂😂😂	 
يسعد	يسعد	يسعد	 
بتعرفي	ب+تعرف+ي	ب+تعرف+ي	 
تنزل	تنزل	تنزل	 
ماتو	ماتو	مات+و	 
بيفهمها	ب+يفهم+ها	ب+يفهم+ها	 
ولد	ولد	ولد	 
ريبورت	ريبورت	ريبورت	 
وهيك	و+هي+ك	و+هي+ك	 
دين	دين	دين	 
الحب	ال+حب	ال+حب	 
الروضة	ال+روض+ة	ال+روض+ة	 
كثير	كثير	كثير	 
كلنا	كل+نا	كل+نا	 
الجربا	ال+جربا	ال+جرب+ا	 
تبكي	تبكي	تب+كي	 
يشتغل	يشتغل	يشتغل	 
محاضرة	محاضر+ة	محاضر+ة	 
عامل	عامل	عامل	 
دير	دير	دير	 
الحل	ال+حل	ال+حل	 
عليهم	علي+هم	علي+هم	 
الغدا	ال+غدا	ال+غدا	 
شعور	شعور	شعور	 
تاخد	تاخد	تاخد	 
مني	من+ي	من+ي	 
مشكلة	مشكل+ة	مشكل+ة	 
!'	! '	!ء	 
عليكي	عليكي	علي+كي	 
إنت	إن+ت	إنت	 
نعم	نعم	نعم	 
دولة	دول+ة	دول+ة	 
ريفولوشن	ريفولوشن	ريفولوشن	 
كلن	ك+لن	كلن	 
الدكتور	ال+دكتور	ال+دكتور	 
صورة	صور+ة	صور+ة	 
؟!	؟ !	؟!	 
طب	طب	طب	 
تمني	تمني	تمن+ي	 
إنَّك	إن+ك	إن+ك	 
بكبرياء	ب+كبرياء	ب+كبرياء	 
الجامعه	ال+جامعه	ال+جامع+ه	 
اسرائيل	اسرائيل	اسرائيل	 
نحس	نحس	نحس	 
الأرض	ال+أرض	ال+أرض	 
القهوة	ال+قهو+ة	ال+قهو+ة	 
يقول	يقول	يقول	 
نسينا	نسي+نا	نسي+نا	 
فضي	فضي	فض+ي	 
سياسة	سياس+ة	سياسة	 
الصعبه	ال+صعبه	ال+صعب+ه	 
تمشي.	تمشي .	تمشي.	 
@almadinafmsyria	@ almadinafmsyria	@almadinafmsyria	 
http://t.co/QrarVUM6mS	http : / / t . co / QrarVUM6mS	http://t.co/QrarVUM6mS	 
فكرتي	فكر+ت+ي	فكر+ت+ي	 
التنين	ال+تنين	ال+تن+ين	 
الجاردنز	ال+جاردنز	ال+جاردنز	 
رائعه	رائع+ه	رائع+ه	 
ميتين	ميت+ين	ميت+ين	 
أعضاءها	أعضاء+ها	أعضاء+ها	 
بيقطعولنا	بيقطعولنا	بيقطعولن+ا	 
نكون	نكون	نكون	 
ولسه	ولس+ه	و+لس+ه	 
وساعات	و+ساع+ات	و+ساع+ات	 
نضرات	نضر+ات	نضر+ات	 
وجميل	و+جميل	و+جميل	 
#قم_للمعلم	# قمUNDERSCOREللمعلم	#قم_للمعلم	 
@7kiJelis	@ 7kiJelis	@7kiJelis	 
عيدها	عيد+ها	عيد+ها	 
الصحافيين	ال+صحافي+ين	ال+صحافي+ين	 
هل	هل	هل	 
ستارز	ستارز	ستارز	 
الزواج	ال+زواج	ال+زواج	 
ناطرينكن	ناطرينكن	ناطرينكن	 
#سنه	# سن+ه	#سن+ه	 
ماكنتي	ماكن+ت+ي	ماكن+تي	 
تفضيل	تفضيل	تفضيل	 
يجوع	يجوع	يجوع	 
رائعة	رائع+ة	رائع+ة	 
أحيانا	أحيان+ا	أحيان+ا	 
المهضوم	ال+مهضوم	ال+مهضوم	 
حاملة	حامل+ة	حامل+ة	 
وحظك	و+حظ+ك	و+حظ+ك	 
سياسي	سياسي	سياسي	 
المستقبل	ال+مستقبل	ال+مستقبل	 
خسرنين	خسرنين	خسرن+ين	 
يزبط	يزبط	يزبط	 
نحن	نحن	نحن	 
إنوا	إن+وا	إن+وا	 
بتتفرج	ب+تتفرج	ب+تتفرج	 
بطلناه	بطل+نا+ه	بطل+نا+ه	 
@FirasSuleiman	@ FirasSuleiman	@FirasSuleiman	 
اسمو	اسمو	اسم+و	 
بينزتو	بينزتو	ب+ينزت+و	 
.!	. !	.!	 
#ملاحظه	# ملاحظ+ه	#ملاحظ+ه	 
نعيش	نعيش	نعيش	 
بالحياة	ب+ال+حيا+ة	ب+ال+حياة	 
بوجودك	ب+وجود+ك	ب+وجود+ك	 
قدها	قد+ها	قد+ها	 
http://t.co/n9eakjAmdg	http : / / t . co / n9eakjAmdg	http://t.co/n9eakjAmdg	 
bye...	bye . . .	بيe...	 
بتفرق.مع	ب+تفرق . مع	بتفرق.مع	 
عيدكن	عيد+كن	ع+يدكن	 
