لين	لين	لين	 
نفسه	نفس+ه	نفس+ه	 
يجي	يجي	يجي	 
قلبك	قلب+ك	قلب+ك	 
عارف	عارف	عارف	 
البنات	ال+بن+ات	ال+بنات	 
تسوي	تسوي	تسوي	 
حبك	حبك	حبك	 
تقول	تقول	تقول	 
المفروض	ال+مفروض	ال+مفروض	 
كلها	كل+ها	كل+ها	 
بعيد	بعيد	بعيد	 
كثر	كثر	كثر	 
وما	و+ما	و+ما	 
عمري	عمري	عمر+ي	 
فيها	في+ها	في+ها	 
دام	دام	دام	 
وكيف	و+كيف	و+كيف	 
تبي	تبي	تب+ي	 
هاي	هاي	ه+اي	 
فولو	فولو	فولو	 
قاعده	قاعد+ه	قاعد+ه	 
اكون	اكون	اكون	 
عني	عن+ي	عن+ي	 
'	'	ء	 
غيرك	غير+ك	غير+ك	 
عينك	عين+ك	عين+ك	 
وحده	وحد+ه	و+حد+ه	 
الحب	ال+حب	ال+حب	 
كثير	كثير	كثير	 
زي	زي	زي	 
يبقى	يبقى	يبقى	 
لأن	ل+أن	ل+أن	 
لحد	لحد	ل+حد	 
هم	هم	هم	 
هي	هي	هي	 
أو	أو	أو	 
اريد	اريد	اريد	 
اجمل	اجمل	اجمل	 
ينام	ينام	ينام	 
!!!	! ! !	!!!	 
يالله	يالله	يالله	 
يقولك	يقولك	يقول+ك	 
عليك	علي+ك	علي+ك	 
المكيف	ال+مكيف	ال+مكيف	 
صار	صار	صار	 
يَ	ي	ي	 
الى	الى	الى	 
منكم	من+كم	من+كم	 
عرف	عرف	عرف	 
كلامهم	كلام+هم	كلام+هم	 
الحياة	ال+حيا+ة	ال+حيا+ة	 
للأسف	ل+ال+أسف	ل+ل+أسف	 
الكل	ال+كل	ال+كل	 
زحمة	زحم+ة	زحم+ة	 
السماء	ال+سماء	ال+سماء	 
الشعر	ال+شعر	ال+شعر	 
الاحد	ال+احد	ال+احد	 
جدا	جد+ا	جدا	 
اعرف	اعرف	اعرف	 
:(	: (	:(	 
حبيبي	حبيبي	حبيب+ي	 
تطلع	تطلع	تطلع	 
وقت	وقت	وقت	 
صرت	صر+ت	صر+ت	 
ماني	مان+ي	مان+ي	 
والا	والا	و+الا	 
وبعدين	و+بعد+ين	و+بعدين	 
عيوني	عيون+ي	عيون+ي	 
السهر	ال+سهر	ال+سهر	 
بحياتي	ب+حياتي	ب+حيا+ت+ي	 
فينقر	ف+ينقر	ف+ينقر	 
قالت	قال+ت	قال+ت	 
الشباب	ال+شباب	ال+شباب	 
مليت	ملي+ت	ملي+ت	 
شئ	شئ	شئ	 
مال	مال	مال	 
الحزن	ال+حزن	ال+حزن	 
وشلون	وشل+ون	و+شلون	 
إللي	إللي	إللي	 
البيت	ال+بيت	ال+بيت	 
أدري	أدري	أدري	 
كانت	كان+ت	كان+ت	 
حبي	حب+ي	حب+ي	 
نص	نص	نص	 
تراب	تراب	تراب	 
؛	؛	؛	 
مستحيل	مستحيل	مستحيل	 
كافي	كافي	كافي	 
مادري	مادري	ما+دري	 
دايماً	دايم+ا	دايم+ا	 
حق	حق	حق	 
حب	حب	حب	 
ذي	ذي	ذي	 
سوالف	سوالف	سوالف	 
جديده	جديد+ه	جديد+ه	 
تغير	تغير	تغير	 
صح	صح	صح	 
ثم	ثم	ثم	 
احبك	احبك	احب+ك	 
غريب	غريب	غريب	 
ومن	و+من	و+من	 
بشي	ب+شي	ب+شي	 
خير	خير	خير	 
الكلام	ال+كلام	ال+كلام	 
ولآ	ولآ	و+لآ	 
بالغلط	ب+ال+غلط	ب+ال+غلط	 
الكون	ال+كون	ال+كون	 
احساس	احساس	احساس	 
لان	لان	ل+ان	 
وبس	و+بس	و+بس	 
هههههه	هههههه	هههههه	 
خل	خل	خل	 
بلا	ب+لا	ب+لا	 
مهما	مهما	مهما	 
الاشياء	ال+اشياء	ال+اشياء	 
لقى	لقى	لقى	 
سؤال	سؤال	سؤال	 
يرجعون	يرجع+ون	يرجعون	 
شلون	شل+ون	شلون	 
عمر	عمر	عمر	 
كم	كم	كم	 
تجيني	تجيني	تجي+ني	 
إلي	إلي	إلي	 
الجو	ال+جو	ال+جو	 
حال	حال	حال	 
عيني	عين+ي	عيني	 
كلمه	ك+لم+ه	كلم+ه	 
احنا	اح+نا	احنا	 
العالم	ال+عالم	ال+عالم	 
وأنا	و+أنا	و+أنا	 
ولد	ولد	ولد	 
وجهي	وجه+ي	وجه+ي	 
ألف	ألف	ألف	 
؟!	؟ !	؟!	 
احس	احس	احس	 
احط	احط	احط	 
كلش	كلش	كل+ش	 
حكي	حكي	حكي	 
كله	كل+ه	كل+ه	 
كلي	كلي	كل+ي	 
مافيه	مافي+ه	ما+فيه	 
لج	لج	لج	 
تفكرين	تفكر+ين	تفكر+ين	 
الغياب	ال+غياب	ال+غياب	 
يمكن	يمكن	يمكن	 
@LiliMoonl207	@ LiliMoonl207	@LiliMoonl207	 
فـي	في	في	 
تسوين	تسوين	تسو+ين	 
قدرت	قدر+ت	قدر+ت	 
بنت	بنت	بنت	 
أكرم	أكرم	أكرم	 
اخاف	اخاف	اخاف	 
اسمع	اسمع	اسمع	 
فاضيه	فاضي+ه	فاضي+ه	 
شاعر	شاعر	شاعر	 
اصلا	اصلا	اصل+ا	 
ربك	ربك	رب+ك	 
شكلها	شكل+ها	شكل+ها	 
بعدين	بعد+ين	بعد+ين	 
ماكو	ماكو	ما+كو	 
بالوقت	ب+ال+وقت	ب+ال+وقت	 
اهل	اهل	اهل	 
البحرين	ال+بحرين	ال+بحر+ين	 
يرزقني	يرزقني	يرزق+ني	 
تيل	تيل	تيل	 
ندري	ندري	ندر+ي	 
ريحة	ريح+ة	ريح+ة	 
وهذا	و+هذا	و+هذا	 
بنفسه	ب+نفس+ه	ب+نفس+ه	 
مايحتاج	مايحتاج	ما+يحتاج	 
تخلي	تخلي	تخلي	 
توقف	توقف	توقف	 
عليا	عليا	علي+ا	 
الليل	ال+ليل	ال+ليل	 
شيخ	شيخ	شيخ	 
ماذا	ماذا	ما+ذا	 
راوني	راوني	راو+ني	 
شويه	شوي+ه	شوي+ه	 
تقعد	تقعد	تقعد	 
يعيب	يعيب	يعيب	 
أقول	أقول	أقول	 
افرق	افرق	افرق	 
الف	الف	الف	 
دمعة	دمع+ة	دمع+ة	 
كأني	ك+أني	كأن+ي	 
مانبي	مانبي	ما+نبي	 
حنين	حنين	حنين	 
عرق	عرق	عرق	 
اشوف	اشوف	اشوف	 
خاطر	خاطر	خاطر	 
راضي	راضي	راضي	 
قالها	قال+ها	قال+ها	 
طبعك	طبع+ك	طبع+ك	 
الشخص	ال+شخص	ال+شخص	 
شوفوا	شوف+وا	شوف+وا	 
طنش	طنش	طن+ش	 
سعودي	سعودي	سعود+ي	 
مكتوب	مكتوب	مكتوب	 
دنياي	دني+ا+ي	دنيا+ي	 
اكتب	اكتب	اكتب	 
حركة	حرك+ة	حرك+ة	 
شوق	شوق	شوق	 
احين	احين	اح+ين	 
كشخه	ك+شخ+ه	كشخ+ه	 
اللون	ال+لون	ال+لون	 
هيوك	هيوك	هي+و+ك	 
دامك	دام+ك	دام+ك	 
الشوق	ال+شوق	ال+شوق	 
نمت	نم+ت	نم+ت	 
وعنده	و+عند+ه	و+عند+ه	 
حاطه	حاط+ه	حاط+ه	 
عيب	عيب	عيب	 
خلك	خلك	خل+ك	 
صباحي	صباحي	صباح+ي	 
فقد	ف+قد	ف+قد	 
مثلك	مثل+ك	مثل+ك	 
جوال	جوال	جوال	 
ايه	اي+ه	ايه	 
صوتي	صوتي	صوت+ي	 
ثاني	ثاني	ثاني	 
شنب	شنب	شنب	 
شنو	شنو	شن+و	 
رايحين	رايح+ين	رايح+ين	 
متى	متى	متى	 
ثقيل	ثقيل	ثقيل	 
اليتيم	ال+يتيم	ال+يتيم	 
السؤال	ال+سؤال	ال+سؤال	 
[	[	[	 
اهلك	اهلك	اهلك	 
لوحة	لوح+ة	لوح+ة	 
مومعقوله	مومعقوله	مومعقول+ه	 
بكل	ب+كل	ب+كل	 
برا	بر+ا	برا	 
تدري	تدري	تدري	 
تتحول	تتحول	تتحول	 
الوصل	ال+وصل	ال+وصل	 
باب	باب	باب	 
مين	مين	مين	 
~o)	~ o )	)	 
"?"""	"? """	"?"""	 
والديكم	والد+ي+كم	والدي+كم	 
زعلان	زعلان	زعلان	 
وفي	و+في	و+في	 
بالي	بالي	بال+ي	 
أثناء	أثناء	أثناء	 
عيونك	عيون+ك	عيون+ك	 
تعال	تعال	تعال	 
كامل	كامل	كامل	 
دبي	دبي	دبي	 
جيت	جيت	جيت	 
السالفه	ال+سالفه	ال+سالف+ه	 
غصه	غص+ه	غص+ه	 
يارب	يارب	يارب	 
بقى	بقى	بقى	 
"??"""	"? ? """	"??"""	 
كأنك	كأن+ك	كأن+ك	 
شفتوني	شفتوني	شفتون+ي	 
كفو	كفو	كف+و	 
حآجه	حآج+ه	حآج+ه	 
ماا	ما+ا	ماا	 
يشبه	يشبه	يشب+ه	 
تحت	تحت	تحت	 
بحة	بح+ة	بح+ة	 
جروح	جروح	جروح	 
صور	صور	صور	 
برقم	ب+رقم	ب+رقم	 
قصه	قص+ه	قص+ه	 
ماله	مال+ه	ما+ل+ه	 
فكره	فكر+ه	فكر+ه	 
تبدأ	تبدأ	تبدأ	 
سيارة	سيار+ة	سيار+ة	 
قال:	قال :	قال:	 
مشاعرك	مشاعر+ك	مشاعر+ك	 
يرحم	يرحم	يرحم	 
حبه	حب+ه	حب+ه	 
بكره	بكره	بكر+ه	 
ا?	ا ?	ا?	 
وناسه	و+ناس+ه	و+ناس+ه	 
يدك	يد+ك	يد+ك	 
منهم	من+هم	من+هم	 
وياهم	و+يا+هم	وي+اهم	 
جاي	جاي	جاي	 
سالفة	سالف+ة	سالف+ة	 
دقيقة	دقيق+ة	دقيق+ة	 
تكون	تكون	تكون	 
(:	( :	(:	 
وحچي	وح چ ي	و+حچي	 
اللهم	اللهم	اللهم	 
حاجه	حاج+ه	حاج+ه	 
الوحيده	ال+وحيده	ال+وحيد+ه	 
نسيت	نسي+ت	نسي+ت	 
صج	صج	صج	 
والعين	و+ال+عين	و+ال+عين	 
عيون	عيون	عيون	 
يمقن	يمقن	يمقن	 
غلاك	غلا+ك	غل+ا+ك	 
جميل	جميل	جميل	 
يمه	يمه	يم+ه	 
داعي	داعي	داعي	 
شلت	شل+ت	شلت	 
فى	فى	فى	 
اطبك	اطب+ك	اطب+ك	 
الغريب	ال+غريب	ال+غريب	 
مريض	مريض	مريض	 
ابتسم	ابتسم	ابتسم	 
حسبي	حسب+ي	حسب+ي	 
:)	: )	:)	 
انها	انها	ان+ها	 
واضح	واضح	واضح	 
صوته	صوت+ه	صوت+ه	 
حد	حد	حد	 
التويتر	ال+تويتر	ال+تويتر	 
بدون	ب+دون	بدون	 
ذا	ذا	ذا	 
الفنجال	ال+فنجال	ال+فنجال	 
يبا	يبا	يب+ا	 
احلى	احلى	احلى	 
سويت	سوي+ت	سوي+ت	 
تعبت	تعب+ت	تعب+ت	 
لهم	ل+هم	ل+هم	 
إني	إن+ي	إن+ي	 
قـادر	قادر	قادر	 
ابريل	ابريل	ابريل	 
سجاجين	سجاجين	سجاج+ين	 
الأكل	ال+أكل	ال+أكل	 
اخترع	اخترع	اخترع	 
اصدق	اصدق	اصدق	 
خمس	خمس	خمس	 
مشتاق	مشتاق	مشتاق	 
اصعب	اصعب	اصعب	 
وإنت	و+إن+ت	و+إنت	 
الدوري	ال+دوري	ال+دوري	 
??.	? ? .	??.	 
وياك	و+يا+ك	وي+ا+ك	 
أكثر	أكثر	أكثر	 
منها	من+ها	من+ها	 
دقايق	دقايق	دقايق	 
بصراحه	ب+صراح+ه	ب+صراح+ه	 
ولامال	و+ل+امال	و+لامال	 
دونك	دون+ك	دون+ك	 
•	•	•	 
معاهم	معا+هم	معا+هم	 
سنين	سن+ين	سنين	 
رئيس	رئيس	رئيس	 
لنا	ل+نا	ل+نا	 
الحكي	ال+حكي	ال+حكي	 
تدمع	تدمع	تدمع	 
الصيف	ال+صيف	ال+صيف	 
أمه	أم+ه	أم+ه	 
ملعب..	ملعب . .	ملعب..	 
اخوي	اخوي	اخو+ي	 
كبر	كبر	كبر	 
العذر	ال+عذر	ال+عذر	 
البرد	ال+برد	ال+برد	 
ههههه	ههههه	ههههه	 
الله...	الله . . .	ال+له...	 
حنا	حنا	حن+ا	 
حبيتك	حبي+ت+ك	حبي+ت+ك	 
وممتلي	و+ممتلي	و+ممت+ل+ي	 
يوقف	يوقف	يوقف	 
صدق	صدق	صدق	 
تخيلوا	تخيل+وا	تخيل+وا	 
والقى	و+القى	و+القى	 
تصارخ	تصارخ	تصارخ	 
كتاب	كتاب	كتاب	 
عقب	عقب	عقب	 
شعرك	شعر+ك	شعر+ك	 
بسم	بسم	بسم	 
مصدر	مصدر	مصدر	 
صحيح	صحيح	صحيح	 
اللہ	الل ہ	اللہ	 
ظني	ظن+ي	ظن+ي	 
واثق	واثق	واثق	 
يحب	يحب	يحب	 
عمرك	عمر+ك	عمر+ك	 
معي	مع+ي	مع+ي	 
..!	. . !	..!	 
ادري	ادري	ادري	 
اللى	اللى	اللى	 
أسمي	أسمي	أسم+ي	 
يحبك	يحبك	يحبك	 
ماهو	ماهو	ما+هو	 
ماهي	ماهي	ما+هي	 
فيهم	في+هم	في+هم	 
وكل	و+كل	و+كل	 
خذ	خذ	خذ	 
خط	خط	خط	 
المطر	ال+مطر	ال+مطر	 
افكر	افكر	افكر	 
جذبة	جذب+ة	جذب+ة	 
بنات	بن+ات	بنات	 
ولكن	و+لكن	و+لكن	 
جنت	جن+ت	جن+ت	 
راحتك	راح+ت+ك	راح+ت+ك	 
رغم	رغم	رغم	 
الفتره	ال+فتره	ال+فتر+ه	 
غرفتي	غرفتي	غرف+تي	 
#bahrain	# bahrain	#بهرن	 
ادور	ادور	ادور	 
تاخذ	تاخذ	تاخذ	 
يسولف	يسولف	يسولف	 
احتاج	احتاج	احتاج	 
العود	ال+عود	ال+عود	 
غلط	غلط	غلط	 
ينزف	ينزف	ينزف	 
عيال	عيال	عيال	 
يوصل	يوصل	يوصل	 
يدقق	يدقق	يدقق	 
مره	مر+ه	مر+ه	 
اسويه	اسو+ي+ه	اسوي+ه	 
إلى	إلى	إلى	 
عنك	عن+ك	عن+ك	 
#بس_اقول	# بس_اقول	#بس_اقول	 
هوا	هو+ا	هو+ا	 
يجذب	يجذب	يجذب	 
أني	أن+ي	أني	 
علشان	علشان	علشان	 
ينسى	ينسى	ينسى	 
يقدر	يقدر	يقدر	 
مهموم	مهموم	مهموم	 
سبتني	سبتني	سبت+ني	 
غيرت	غير+ت	غير+ت	 
وانتم	و+انتم	و+انتم	 
تريد	تريد	تريد	 
معاكم	معا+كم	معا+كم	 
كتب	كتب	كتب	 
تشوف	تشوف	تشوف	 
نروح	نروح	نروح	 
وآحد	و+آحد	وآحد	 
مكان	مكان	مكان	 
انفاسه	انفاس+ه	انفاس+ه	 
دمه	دم+ه	دم+ه	 
عندي	عند+ي	عند+ي	 
عنده	عند+ه	عند+ه	 
انسان	انسان	انسان	 
العين	ال+عين	ال+عين	 
الذي	الذي	الذي	 
الحرام	ال+حرام	ال+حرام	 
قالوا	قال+وا	قال+وا	 
القديم	ال+قديم	ال+قديم	 
هنا	هنا	هنا	 
اغنيه	اغني+ه	اغني+ه	 
وجهك	وجه+ك	وجه+ك	 
اكسر	اكسر	اكسر	 
فاضي	فاضي	فاضي	 
اشتقت	اشتق+ت	اشتق+ت	 
بشويش	ب+شويش	ب+شوي+ش	 
الحي	ال+حي	ال+حي	 
حاول	حاول	حاول	 
اطلع	اطلع	اطلع	 
واقعد	و+اقعد	و+اقعد	 
منت	من+ت	من+ت	 
حسابي	حسابي	حساب+ي	 
تسأل	تسأل	تسأل	 
منك	من+ك	من+ك	 
صورتي	صورتي	صور+تي	 
بتويتر	ب+تويتر	ب+تويتر	 
شكل	شكل	شكل	 
وهم	و+هم	وهم	 
*	*	ذ	 
بداخلي	ب+داخلي	ب+داخل+ي	 
كلن	ك+لن	كلن	 
كلك	كلك	كل+ك	 
جداً	جد+ا	جدا	 
يشوفني	يشوفني	يشوف+ني	 
يسعد	يسعد	يسعد	 
ماعندي	ماعندي	ما+عندي	 
البدو	ال+بدو	ال+بدو	 
صوره	صور+ه	صور+ه	 
اساس	اساس	اساس	 
الشخـص	ال+شخص	ال+شخص	 
الايميل	ال+ايميل	ال+ايميل	 
عود	عود	عود	 
جنبنا	جنب+نا	جنب+نا	 
الجامعه	ال+جامعه	ال+جامع+ه	 
أبلعي	أبلع+ي	أبلع+ي	 
تذكر	تذكر	تذكر	 
الفعول	ال+فعول	ال+فعول	 
يضايقك	يضايقك	يضايق+ك	 
القهوة	ال+قهو+ة	ال+قهو+ة	 
الاتكيت	ال+اتكيت	ال+اتكي+ت	 
قدرك	قدر+ك	قدر+ك	 
@FalconHurr	@ FalconHurr	@FalconHurr	 
بيرحلون	بيرحلون	ب+يرحلون	 
اشووو	اشووو	اشووو	 
انزين	انزين	انزين	 
وقتها	وقت+ها	وقت+ها	 
ماذكر	ماذكر	ما+ذكر	 
وعييييييييييييييييييييييييييييييش	وعييييييييييييييييييييييييييييييش	وعييييييييييييييييييييييييييييييش	 
سمعت	سمع+ت	سمع+ت	 
ها	ها	ها	 
تسحب	تسحب	تسحب	 
أنتظرها????	أنتظر+ها ? ? ? ?	أنتظرها????	 
يبيلها	يبيل+ها	يبيل+ها	 
كلامنا	كلام+نا	كلام+نا	 
يدهم	يدهم	يد+هم	 
بالماضي	ب+ال+ماضي	ب+ال+ماضي	 
مُجرد	مجرد	مجرد	 
#امي	# امي	#ام+ي	 
ل	ل	ل	 
هل	هل	هل	 
النهايات	ال+نهاي+ات	ال+نهاي+ات	 
ويكفي	و+يكفي	و+يكفي	 
هـ	ه	ه	 
سجل	سجل	سجل	 
الأرض	ال+أرض	ال+أرض	 
ياحسين	ياحسين	ياحس+ين	 
مشترك	مشترك	مشترك	 
هدي	هدي	ه+دي	 
ابقي	ابقي	ابقي	 
وماكو	و+ماكو	و+ماك+و	 
المستقبل	ال+مستقبل	ال+مستقبل	 
فضا	فضا	فض+ا	 
اسمك	اسم+ك	اسم+ك	 
كالحمار	ك+ال+حمار	كالحمار	 
ببروفايله	ببروفايله	ب+بروفايل+ه	 
اتصال	اتصال	اتصال	 
چلب	چ لب	چلب	 
طبطبه	طبطب+ه	طبطب+ه	 
العظيم	ال+عظيم	ال+عظيم	 
يلف	يلف	يلف	 
#خربشه_عاشق	# خربشهUNDERSCOREعاشق	#خربشه_عاشق	 
المراقيب	ال+مراقيب	ال+مراقيب	 
بحياتك	ب+حيا+ت+ك	ب+حيا+ت+ك	 
ملفاي،	ملفاي ،	ملفاي،	 
الهيكل	ال+هيكل	ال+هيكل	 
"~o)."""	"~ o ) . """	")."""	 
"."""	". """	"."""	 
لاتندم	لاتندم	ل+اتندم	 
مشراف	مشراف	مشراف	 
والنهايه	و+ال+نهايه	و+ال+نهايه	 
تاكد	تاكد	تاكد	 
مفهوم????	مفهوم ? ? ? ?	مفهوم????	 
انج	انج	انج	 
أدور	أدور	أدور	 
اساعدك??	اساعدك ? ?	اساعدك??	 
ماتمادى	ماتمادى	م+اتماد+ى	 
معاتب	معاتب	معاتب	 
،والعمر	، و+ال+عمر	،والعمر	 
معها	مع+ها	مع+ها	 
ستاره	ستار+ه	ستار+ه	 
كان.	كان .	كان.	 
#الحوت	# ال+حوت	#الحو+ت	 
أسمع	أسمع	أسمع	 
الطيب	ال+طيب	ال+طيب	 
أي	أي	أي	 
الرضاء	ال+رضاء	ال+رضاء	 
وجزالة	و+جزال+ة	و+جزال+ة	 
يلا	يلا	يلا	 
اعوج	اعوج	اعوج	 
@MariamAlFalasi_	@ MariamAlFalasiUNDERSCORE	@MariamAlFalasi_	 
اسمر	اسمر	اسمر	 
البارح	ال+بارح	ال+بارح	 
يِشوف	يشوف	يشوف	 
تتنظر	تتنظر	تتنظر	 
فهمتوا؟	فهمت+وا ؟	ف+همتوا؟	 
نخاف	نخاف	نخاف	 
يردها	يرد+ها	يرد+ها	 
الابيات	ال+ابي+ات	ال+ابي+ات	 
ناقصين	ناقص+ين	ناقص+ين	 
صباحاتي	صباح+ات+ي	صباحا+تي	 
اودي	اودي	اود+ي	 
وانزل	و+انزل	و+انزل	 
ورحت	و+رح+ت	و+رح+ت	 
خالعه	خالع+ه	خالع+ه	 
بالشؤن	ب+ال+شؤن	ب+ال+شؤن	 
دووم	دووم	دووم	 
اغني	اغني	اغني	 
الفلانيه	ال+فلانيه	ال+فلاني+ه	 
استيقظ	استيقظ	استيقظ	 
شرطه	شرط+ه	شرط+ه	 
مـذبّـه	مذب+ه	مذب+ه	 
وسبت	و+سبت	و+سبت	 
زماني	زماني	زم+ان+ي	 
العراقيين	ال+عراقي+ين	ال+عراقي+ين	 
وحزن	و+حزن	و+حزن	 
شريك	شريك	شر+ي+ك	 
وأبيض	و+أبيض	و+أبيض	 
هالاشكال	هالاشكال	ه+الاشكال	 
خالي	خال+ي	خال+ي	 
وآن	و+آن	و+آن	 
...والتوفيق	. . . و+ال+توفيق	...والتوفيق	 
يمهم	يمهم	يم+هم	 
يدعي	يدعي	يدعي	 
ومحزمك	و+محزمك	و+محزم+ك	 
لاحظ	لاحظ	لاحظ	 
هالأغنيه	هالأغنيه	ه+الأغن+ي+ه	 
وعلقت	و+علق+ت	و+علق+ت	 
السيارة	ال+سيار+ة	ال+سيار+ة	 
همتهم	همتهم	ه+مت+هم	 
‹!	‹ !	‹!	 
للحياه	ل+ال+حياه	ل+ل+حياه	 
99	99	99	 
غيرها	غير+ها	غير+ها	 
‹›	‹ ›	‹›	 
تاكليني	تاكليني	تاكل+ي+ني	 
الجبل	ال+جبل	ال+جبل	 
بشرني	ب+شرني	ب+شر+ني	 
بدونكك	بدونكك	ب+دونك+ك	 
حملتها	حمل+ت+ها	حمل+ت+ها	 
والوقــت	و+ال+وقت	و+ال+وقت	 
القصاص	ال+قصاص	ال+قصاص	 
يبيـك	يبيك	يب+ي+ك	 
رومنسيات	رومنسي+ات	رومنسي+ات	 
كالكلب	ك+ال+كلب	كالكلب	 
ربه	رب+ه	رب+ه	 
أمه:	أم+ه :	أمه:	 
@Wesal_TV	@ WesalUNDERSCORETV	@Wesal_TV	 
سكرتيره	سكرتير+ه	سكرتير+ه	 
حلمي	حلمي	حلمي	 
باليونايتد	ب+ال+يونايتد	ب+ال+يونايتد	 
رجاء	رجاء	رجاء	 
تسمعين	تسمع+ين	تسمع+ين	 
أحبک	أحب ک	أحبک	 
رافجوني	رافجوني	رافجون+ي	 
هاد	هاد	ه+اد	 
يجذبه	يجذب+ه	يجذب+ه	 
يعوضني	يعوضني	يعوض+ني	 
كبرّني	ك+برني	كبر+ني	 
مالته	مال+ت+ه	مال+ت+ه	 
تبين	تبين	تبين	 
يأكل	يأكل	يأكل	 
سـود	سود	سود	 
يخالفك	يخالفك	يخالف+ك	 
تعطي	تعطي	تعطي	 
..ارجعيلي	. . ارجعيلي	..ارجعيل+ي	 
دنيتيّ?.	دني+ت+ي ? .	دنيتي?.	 
الدلالي	ال+دلالي	ال+دلالي	 
